v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22
2001,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3825,2,693000,-0.5,0.5,797167,860940,741365,3531,25074239
2002,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1241,2,329000,1,0.5,496957,536714,452231,5658,25075039
2003,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,14868,2,914137,-0.5,0.5,1385804,1538242,1247224,3411,25075898
2004,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6534,2,685751,-0.5,0.5,765909,819523,719954,1909,25074949
2005,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,15034,2,779528,-0.5,0.5,1576823,1750274,1434909,2233,25075905
2006,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6374,2,493003,-0.5,0.5,760787,814042,715140,3719,25074802
2007,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4572,2,632000,-0.5,0.5,761338,814632,723271,954,25074104
2008,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3997,2,693000,-0.5,0.5,799716,863693,743736,3942,25074245
2009,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5528,2,624240,-0.5,0.5,682375,750612,641432,497,25074088
2010,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1243,2,314248,0.5,0.5,375451,424260,334151,1343,25075003
2011,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4500,2,364370,-0.5,0.5,686544,734602,624755,6565,25084904
2012,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6502,2,410584,-0.5,0.5,804706,861035,740330,-1030,25074817
2013,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1121,2,329000,0.5,0.5,376646,425610,342748,2077,25075015
2014,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3825,2,431553,-0.5,0.5,804832,877267,748494,3140,25074238
2015,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4500,2,619037,-0.5,0.5,604222,670686,549842,-5488,25084911
2016,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,2,2,217168,-2,431239,-0.5,0.5,1512584,1648717,1376451,14675,25085061
2017,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3825,2,512169,-0.5,0.5,735532,787019,691400,-1178,25074244
2018,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3364,2,390160,-0.5,0.5,758153,811224,712664,3135,25074095
2019,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7800,2,390080,-0.5,0.5,868118,954930,772625,39,25075074
2020,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6848,2,756598,-0.5,0.5,943353,1009388,886752,1923,25074803
2021,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,-2,2,1243,2,305786,0.5,0.5,404390,452917,367995,1627,25075002
2022,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1132,2,329000,0.5,0.5,392664,435857,353398,4147,25075014
2023,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4956,-2,458182,-0.5,0.5,731131,789621,687263,222,25074237
2024,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6798,2,449226,-0.5,0.5,904101,958347,840814,411,25074816
2025,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,0.5,2,6622,2,237465,-0.5,0.5,706024,762506,656602,-1656,25074948
2026,0,2,-0.5,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,787,2,370000,0.5,0.5,357607,382639,328998,2530,25075054
2027,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4500,2,619507,-0.5,0.5,705924,741220,656509,2608,25084912
2028,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,0.5,2,7889,-2,181237,-0.5,0.5,777306,831717,715122,696,25074804
2029,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3374,-2,358993,-0.5,0.5,761342,814636,715661,1620,71544933
2030,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3825,2,438299,-0.5,0.5,808304,881051,751723,4928,25074243
2031,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,2,2,25061,2,952074,-0.5,0.5,1483090,1646230,1334781,19379,25085087
2032,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6933,2,453827,-0.5,0.5,774737,828969,720505,4897,25075113
2033,0,2,-0.5,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1173,2,219300,1,0.5,383800,426018,349258,4957,25075037
2034,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,22810,2,1350000,-0.5,0.5,1711039,1865033,1591266,7455,25085092
2035,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7405,2,750000,-0.5,0.5,823052,872435,765438,4058,25074236
2036,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8808,2,710000,-0.5,0.5,794225,841879,738629,421,25074805
2037,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,14816,2,1020695,-0.5,0.5,1865708,2089593,1660480,10083,25075899
2038,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,15034,2,1315800,-0.5,0.5,1694148,1829680,1524733,7358,25075904
2039,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5658,2,624240,-0.5,0.5,709934,759629,674437,-1484,25074102
2040,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4356,2,518160,-0.5,0.5,650966,703043,598889,708,25074242
2041,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4500,2,568000,-0.5,0.5,615793,671214,578845,949,25084902
2042,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6959,-2,95769,-0.5,0.5,725403,783435,660117,-8246,25074815
2043,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4095,2,655143,-0.5,0.5,756647,802046,711248,1791,64857614
2044,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7800,2,277117,-0.5,0.5,761154,829658,700262,4921,25075073
2045,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4500,2,151934,-0.5,0.5,679907,741099,632314,1458,25084913
2046,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2119,2,305000,0.5,0.5,362728,399001,322828,1249,25075000
2047,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,2,2,40003,2,855565,-0.5,0.5,1466664,1627997,1319998,-1718,25075871
2048,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5017,2,415365,-0.5,0.5,785019,839970,737918,1916,25074235
2049,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3632,2,409429,-0.5,0.5,633118,696430,582469,-218,25074225
2050,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,2,2,28386,2,971239,-0.5,0.5,1751857,1909524,1594190,165,25085095
2051,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6680,2,135086,-0.5,0.5,767127,820826,721099,827,25074947
2052,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7965,2,384723,-0.5,0.5,911311,965990,847519,-1646,25074806
2053,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,2,2,36138,2,1923704,-0.5,0.5,2273983,2501381,1910146,7377,25085060
2054,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4500,-2,279038,-0.5,0.5,682142,729892,620749,8125,25084901
2055,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7223,2,652740,-0.5,0.5,780237,827051,733423,2696,25074814
2056,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3825,2,565000,-0.5,0.5,629623,711474,560364,-478,25074234
2057,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4500,2,568000,-0.5,0.5,602837,663121,548582,-2191,25084914
2058,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7800,-2,277117,-0.5,0.5,755996,831596,657717,2886,25075072
2059,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7612,2,370982,-0.5,0.5,728393,779381,677405,-8387,25074807
2060,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1352,2,329000,0.5,0.5,390793,437688,347806,3096,25074998
2061,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3825,2,683794,-0.5,0.5,790092,861200,734786,4917,25074233
2062,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,1,2,14791,2,1220000,-0.5,0.5,1598970,1758867,1455063,9527,25075900
2063,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7338,2,341000,-0.5,0.5,786711,833914,739508,-3502,25074813
2064,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6565,2,464788,-0.5,0.5,925791,999854,851728,-2796,25074946
2065,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4767,2,380373,-0.5,0.5,714373,757235,650079,2138,25084915
2066,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,15034,2,694354,-0.5,0.5,1317746,1449521,1172794,1504,25075903
2067,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,20003,2,891265,-0.5,0.5,1449824,1623803,1348336,5626,25085093
2068,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,601800,-0.5,0.5,751432,804032,698832,-3447,25075115
2069,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,2,2,40003,-2,1184497,-0.5,0.5,1692015,1878137,1488973,-1859,25075873
2070,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1288,2,337250,0.5,0.5,390822,437721,343923,3227,25074997
2071,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3825,2,540000,-0.5,0.5,632814,689767,582189,-1029,25074232
2072,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7149,-2,274079,-0.5,0.5,778030,832492,731348,1764,25074808
2073,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,866,2,329000,0.5,0.5,400764,436833,364695,6499,25075042
2074,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3571,2,368989,-0.5,0.5,792479,855877,744930,1977,25074098
2075,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3950,2,407406,-0.5,0.5,727895,786127,655106,699,25074226
2076,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4520,2,378491,-0.5,0.5,721433,757505,670933,3438,25084926
2077,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7228,-2,157350,-0.5,0.5,987314,1095919,829344,43011,25074812
2078,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7800,2,242834,-0.5,0.5,760400,859252,691964,-13236,25075071
2079,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4692,2,259423,-0.5,0.5,611619,678897,544341,-10703,25084916
2080,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1224,2,329000,1,0.5,509569,565622,458612,5506,25074996
2081,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,24829,2,1515000,-0.5,0.5,2004787,2145122,1804308,7727,25085094
2082,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6565,2,695000,-0.5,0.5,811922,860637,755087,-1004,25074945
2083,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7494,2,261980,-0.5,0.5,803879,860151,739569,-1740,25074809
2084,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3357,2,650000,-0.5,0.5,755049,807902,709746,2698,25074097
2085,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3906,2,565000,-0.5,0.5,636744,694051,592172,-396,25074224
2086,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1050,2,403976,0.5,0.5,432667,488914,385074,-2564,25075043
2087,0,2,-0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2360,2,305000,1,0.5,501440,546570,456310,-1500,25074995
2088,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4534,-2,263464,-0.5,0.5,657283,709866,611273,1814,25084927
2089,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,0.5,2,7985,2,283002,-0.5,0.5,782831,845457,735861,-2703,25074811
2090,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,796,2,319710,0.5,0.5,406950,431367,374394,8396,25074559
2091,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4791,2,639030,-0.5,0.5,727751,771416,669531,-276,25084917
2092,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,14810,2,1228744,-0.5,0.5,1390348,1515479,1293024,9245,25075901
2093,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,871,2,185127,0.5,0.5,407520,436046,383069,4037,25075033
2094,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,16018,2,1032788,-0.5,0.5,1657777,1806977,1491999,-58787,25075902
2095,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4105,2,625690,-0.5,0.5,757452,810474,712005,2293,25074096
2096,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3728,2,683000,-0.5,0.5,732451,783723,681179,-1911,25074223
2097,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7800,2,700000,-0.5,0.5,763101,847042,671529,-4973,25075070
2098,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8615,2,741000,-0.5,0.5,920998,985468,856528,661,25074810
2099,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1243,2,329000,0.5,0.5,390497,433452,347542,3963,25074994
2100,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,866,2,329000,0.5,0.5,401672,429789,365522,6322,25075044
2101,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1121,-2,215138,0.5,0.5,397765,433564,361966,2509,25074989
2102,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5971,2,481950,-0.5,0.5,708314,814561,630399,-1507,25074229
2103,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3246,2,440860,-0.5,0.5,729308,773066,685550,-3587,25074036
2104,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4791,2,648688,-0.5,0.5,682683,723644,634895,9258,25084928
2105,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6262,2,594592,-0.5,0.5,729042,772785,663428,-7633,25074944
2106,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,866,2,193848,0.5,0.5,395649,431257,352128,8715,25075057
2107,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5264,2,647136,-0.5,0.5,684447,732358,629691,5687,25084918
2108,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4015,2,401931,-0.5,0.5,730253,788673,671833,-2491,25074222
2109,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,610400,-0.5,0.5,751176,803758,706105,-4203,25075117
2110,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1243,2,329000,0.5,0.5,390773,433758,347788,4561,25074993
2111,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,786,2,277000,1,0.5,402839,447151,362555,-3257,25075045
2112,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4064,2,483380,-0.5,0.5,801564,873705,745455,4547,25074221
2113,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4548,2,350094,-0.5,0.5,614451,669752,571439,1014,25084929
2114,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7800,2,548688,-0.5,0.5,760278,859114,646236,5652,25075069
2115,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-1.5,2,1528,2,254897,0.5,0.5,360826,396909,328352,2113,25074992
2116,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,866,2,329000,0.5,0.5,404743,433075,376411,5037,25075031
2117,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3977,2,683000,-0.5,0.5,730009,795710,664308,-2054,25074220
2118,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6956,2,444386,-0.5,0.5,774767,821253,720533,4470,25075118
2119,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7927,2,463182,-0.5,0.5,801163,849233,745082,1786,25075154
2120,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,2,2,35235,-2,279929,-0.5,0.5,1272067,1437436,1106698,-1178,25074249
2121,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5582,2,295360,-0.5,0.5,472490,543363,406341,-2014,25084919
2122,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,11761,2,1100000,-0.5,0.5,1249081,1349007,1136664,5588,25083892
2123,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4572,2,451935,-0.5,0.5,684232,738971,629493,10142,25084930
2124,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8254,2,474281,-0.5,0.5,768735,830234,707236,-7197,25075121
2125,0,2,-0.5,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1173,2,266663,0.5,0.5,278732,306605,250859,2677,25075048
2126,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4068,2,422655,-0.5,0.5,772165,826217,725835,-223,25074117
2127,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,11021,2,922022,-0.5,0.5,1243337,1342804,1131437,7811,25083894
2128,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,19602,2,1409868,-0.5,0.5,1647016,1795247,1515255,9613,25075883
2129,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,17052,2,844589,-0.5,0.5,1494657,1629176,1360138,16592,25075884
2130,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3360,2,635808,-0.5,0.5,770417,824346,731896,1651,25074118
2131,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7800,-2,285275,-0.5,0.5,759735,828111,698956,3964,25075068
2132,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4831,2,566043,-0.5,0.5,604721,677288,538202,-2367,25084920
2133,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,13059,2,1230000,-0.5,0.5,1352314,1419930,1257652,11582,25083893
2134,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5218,2,499000,-0.5,0.5,513337,580071,456870,-10279,25084931
2135,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8509,2,499243,-0.5,0.5,781513,828404,734622,-3890,25075138
2136,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4110,2,336885,-0.5,0.5,701496,750601,645376,673,25074119
2137,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,866,2,188729,0.5,0.5,408602,437204,371828,3382,25075059
2138,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3389,2,606138,-0.5,0.5,776417,830766,737596,2076,25074168
2139,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,866,2,298744,0.5,0.5,402601,434809,362341,5924,25075047
2140,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8244,2,264663,-0.5,0.5,761431,822345,715745,-4042,25075130
2141,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4110,2,575117,-0.5,0.5,702054,744177,652910,1538,25074120
2142,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-1.5,2,1655,2,336600,-0.5,0.5,564185,598036,507767,1733,25074580
2143,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5147,2,306585,-0.5,0.5,480386,557248,403524,661,25084921
2144,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4944,2,597000,-0.5,0.5,661620,707933,615307,5620,25084932
2145,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,15138,2,743158,-0.5,0.5,1486932,1620756,1353108,8679,25075906
2146,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,15004,2,1495407,-0.5,0.5,1831168,2069220,1629740,6240,25075885
2147,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7515,2,720000,-0.5,0.5,818665,867785,761358,5040,25074763
2148,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3484,2,622214,-0.5,0.5,766363,827672,728045,2769,25074121
2149,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6098,2,680000,-0.5,0.5,790326,837746,719197,5537,25074924
2150,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4275,-2,433673,-0.5,0.5,818169,883623,760897,6292,25074214
2151,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1045,2,442000,1,0.5,566559,628880,509903,3972,25075060
2152,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8276,2,733760,-0.5,0.5,765531,819118,719599,334,25075122
2153,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5407,-2,294065,-0.5,0.5,680565,741816,632925,6384,25084922
2154,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,866,2,208526,0.5,0.5,403267,435528,366973,5825,25075046
2155,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7793,2,223508,-0.5,0.5,697006,752766,641246,-1934,25075128
2156,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1050,2,293305,0.5,0.5,444559,493460,400103,-4357,25074963
2157,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,15138,-2,862983,-0.5,0.5,1442134,1543083,1355606,8293,25075907
2158,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7800,2,298202,-0.5,0.5,779429,888549,678103,-640,25075067
2159,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3932,2,725000,-0.5,0.5,812955,877991,747919,4283,25074219
2160,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,15004,2,1270000,-0.5,0.5,1598465,1822250,1374680,4914,25075886
2161,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3360,2,419981,-0.5,0.5,766774,820448,728435,2508,25074123
2162,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4835,2,610000,-0.5,0.5,704681,761055,648307,2946,25084923
2163,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5269,2,355408,-0.5,0.5,695158,736867,646497,9237,25084934
2164,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,-2,2,866,-2,151405,0.5,0.5,406208,446829,365587,681,25074980
2165,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,787,2,277000,0.5,0.5,347607,375416,312846,7476,25074962
2166,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,787,2,164094,0.5,0.5,343078,370524,308770,6766,25074985
2167,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4110,2,332848,-0.5,0.5,700468,742496,651435,1664,25074124
2168,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,866,-2,178547,0.5,0.5,399173,427115,359256,9025,111384323
2169,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4484,2,617567,1,0.5,838378,897064,788075,250,25074170
2170,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7735,2,634664,-0.5,0.5,770738,832397,716786,-8352,25075131
2171,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5501,2,578582,-0.5,0.5,720134,799349,648121,2848,25084924
2172,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4870,2,613000,-0.5,0.5,663304,703102,616873,1674,25074192
2173,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,15138,2,1280000,-0.5,0.5,1648964,1764391,1533537,6690,25075908
2174,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,15004,2,875547,-0.5,0.5,1623982,1818860,1477824,8218,25075887
2175,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,-2,2,866,2,268966,0.5,0.5,413488,446567,380409,1637,25074986
2176,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4770,-2,196291,-0.5,0.5,500520,560582,440458,-6312,25083762
2177,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3509,2,650000,-0.5,0.5,763822,817290,725631,874,25074126
2178,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8150,2,354451,-0.5,0.5,703668,766998,654411,-680,25075137
2179,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5422,2,540600,-0.5,0.5,669674,716551,622797,935,25074191
2180,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3509,2,356143,-0.5,0.5,774395,828603,735675,661,25074127
2181,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6262,2,245085,-0.5,0.5,786186,841219,731153,5895,25074923
2182,0,2,-0.5,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1173,2,280000,0.5,0.5,271848,307188,244663,666,25075061
2183,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3326,2,655143,-0.5,0.5,778854,833374,739911,975,25074190
2184,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7840,2,700000,-0.5,0.5,776449,830800,722098,-1578,25075127
2185,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6163,2,566100,-0.5,0.5,669183,722718,622340,4466,25084940
2186,0,2,-0.5,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1172,2,235851,0.5,0.5,285978,311716,260240,4556,25074987
2187,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,2,2,43560,-2,1035594,-0.5,0.5,1723165,1947176,1481922,12996,25074202
2188,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7800,2,623456,-0.5,0.5,762519,854021,655766,-4120,25075066
2189,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8416,2,750000,-0.5,0.5,780207,827019,733395,4616,25075132
2190,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,1,2,14994,2,1229387,-0.5,0.5,1655914,1887742,1440645,7667,25075888
