v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23
15888,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1037308,1161785,943950,-1681,19645981,0
15889,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,552839,597066,514140,-1963,94701427,0
15890,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,665157,738324,611944,19766,19834861,0
15891,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1042941,1115947,949076,21044,19761347,0
15892,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,417113,437969,396257,5079,19760294,0
15893,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,209884,235070,188896,-4289,19672509,0
15894,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,336776,390660,306466,2023,19825002,0
15895,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,614876,651769,559537,9143,19833289,0
15896,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,494193,543612,459599,3479,19585609,0
15897,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,912681,967442,857920,13048,19764126,0
15898,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,553973,581672,526274,3623,19817835,0
15899,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1059738,1144517,974959,13843,19691636,0
15900,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1003367,1103704,913064,7976,19761898,0
15901,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,888091,976900,808163,35785,19673669,0
15902,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,566086,594390,526460,10652,19803800,0
15903,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,632986,689955,588677,6885,19703003,0
15904,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,373573,429609,347423,510,19571516,0
15905,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,547557,585886,509228,7526,19840371,0
15906,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,428984,454723,403245,3617,19799805,0
15907,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,847704,898566,788365,17491,19761242,0
15908,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,813947,879063,740692,8386,19675530,0
15909,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,888034,950196,825872,-17606,19763663,0
15910,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,640638,672670,589387,11511,19831433,0
15911,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,614173,675590,571181,-401,19841665,0
15912,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,352155,373284,323983,4827,19827543,0
15913,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1062864,1169150,945949,10387,82959213,0
15914,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,361181,411746,274498,-242,19641622,0
15915,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,947009,1060650,852308,13567,69300773,0
15916,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,593957,688990,534561,-11,19771094,0
15917,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,641087,685963,609033,6110,19688620,0
15918,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,371101,426766,337702,-380,19778913,0
15919,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,558793,597909,530853,3588,19708543,0
15920,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,721888,779639,649699,9210,19759937,0
15921,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,767563,836644,721509,8847,19676717,0
15922,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,621413,671126,584128,12641,19706954,0
15923,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,689244,730599,640997,-1459,19735201,0
15924,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,634156,722938,564399,-9192,19606007,0
15925,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,466747,504087,420072,4703,19716397,0
15926,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,673157,720278,632768,554,19578207,0
15927,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,820104,893913,770898,10448,19677218,0
15928,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,515522,546453,484591,5286,19558875,0
15929,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,916048,998492,861085,21190,19761528,0
15930,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,582814,629439,542017,4279,19840556,0
15931,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,450598,482140,419056,7136,19781134,0
15932,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,370645,411416,333581,4482,19711248,0
15933,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1736528,1910181,1632336,9046,19674259,0
15934,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,908012,971573,853531,19738,19603685,0
15935,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,374722,400953,348491,5593,19489745,0
15936,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,537540,564417,499912,7019,19562954,0
15937,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,724894,782886,659654,-10516,19604061,0
15938,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,581278,639406,546401,-1233,94699112,0
15939,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,548067,586432,515183,5846,63065183,0
15940,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,645437,709981,593802,4480,19584688,0
15941,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,624128,655334,592922,2293,89474238,0
15942,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,924743,980228,823021,7971,19842797,0
15943,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,620383,651402,576956,7968,19828943,0
15944,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,649973,734469,604475,6965,19698224,0
15945,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,951155,998713,884574,13011,19812759,0
15946,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,620624,657861,570974,7730,19486122,0
15947,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,708176,771912,658604,-8001,19680292,0
15948,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,451159,487252,415066,1051,19808131,0
15949,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,493084,532531,468430,3683,69302184,0
15950,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,546128,617125,502438,2649,19784715,0
15951,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,488869,527979,459537,-2051,19740319,0
15952,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,804412,844633,723971,13515,19695766,0
15953,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1363123,1444910,1294967,32620,19795451,0
15954,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,517143,558514,460257,3679,19588717,0
15955,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,432549,454176,397945,6371,19783326,0
15956,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,425770,459832,400224,424,19831686,0
15957,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,614881,657923,565691,7182,19832297,0
15958,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,883472,971819,795125,860,19681477,0
15959,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,651429,736115,612343,1936,19686191,0
15960,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,829745,887827,788258,18596,19610928,0
15961,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,390473,421711,359235,1348,19723552,0
15962,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1001927,1072062,941811,8644,19692380,0
15963,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,857691,943460,780499,-8511,19761603,0
15964,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,618289,649203,581192,4125,64733184,0
15965,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,716958,759975,681110,2323,19839234,0
15966,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,435106,491670,382893,5902,19558532,0
15967,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,360048,385251,342046,1580,79843331,0
15968,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1040069,1123275,967264,12977,19761430,0
15969,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,403227,435485,366937,1874,19825736,0
15970,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,676719,791761,615814,-10205,19684205,0
15971,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1708822,1811351,1623381,-471,19688897,0
15972,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,617299,660510,567915,12043,19672401,0
15973,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1193890,1277462,1110318,9581,19836773,0
15974,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,736411,773232,684862,3103,19682699,0
15975,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1683328,1767494,1565495,23632,19768456,0
15976,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,442385,477776,398147,85,19818161,0
15977,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,696754,759462,641014,8954,19673837,0
15978,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,780795,835451,726139,10710,69302907,0
15979,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,885908,965640,815035,3186,61323355,0
15980,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,568681,597115,528873,11993,19694046,0
15981,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,534317,582406,496915,3765,79841837,0
15982,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,486719,525657,452649,36,19578052,0
15983,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,934717,981453,859940,13716,19747891,0
15984,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,780490,827319,702441,12666,19698342,0
15985,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1364846,1596870,1173768,5268,82951830,0
15986,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,637989,676268,606090,12616,19840053,0
15987,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1312641,1417652,1233883,18721,19673392,0
15988,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,710498,767338,674973,8697,19693497,0
15989,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,744565,796685,699891,10461,51074392,0
15990,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,658531,711213,619019,6295,19770283,0
15991,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,564309,626383,536094,2271,19793310,0
15992,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,538146,565053,495094,14913,19566985,0
15993,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,313015,331796,287974,769,19717257,0
15994,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,447836,483663,425444,2076,19566119,0
15995,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,565187,604750,536928,6078,19694022,0
15996,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,885445,938572,814609,18920,19686272,0
15997,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,400482,424511,368443,1641,19571197,0
15998,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,436590,484615,388565,5995,19704494,0
15999,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1141568,1221478,1084490,19502,19796807,0
16000,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,753262,798458,715599,5417,19805686,0
16001,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1365265,1624665,1146823,5644,82955649,0
16002,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,769186,876872,723035,6509,19680657,0
16003,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,265594,289497,239035,639,19798425,0
16004,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,639770,684554,588588,8390,94817127,0
16005,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,463700,491522,431241,-195,19734694,0
16006,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,637720,669606,599457,2337,19823139,0
16007,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,356572,377966,335178,2945,61323142,0
16008,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,469729,516702,422756,3835,82963116,0
16009,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,493934,518631,454419,5335,19710377,0
16010,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,790024,837425,734722,23172,19754740,0
16011,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,621932,684125,553519,6260,19583076,0
16012,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,337224,387808,290013,1122,19840395,0
16013,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,411984,449063,374905,5218,19724910,0
16014,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,631452,669339,593565,2826,19840644,0
16015,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,553969,642604,476413,4126,79842881,0
16016,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1108109,1174596,1030541,17096,19764681,0
16017,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,933948,989985,868572,14569,19680429,0
16018,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,887271,931635,834035,5338,19799239,0
16019,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,606093,672763,557606,-1743,19603612,0
16020,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,531099,589520,483300,9171,19769208,0
16021,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,595721,696994,506363,-7815,19602242,0
16022,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,600184,636195,552169,765,19825870,0
16023,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,668639,715444,621834,17316,19755206,0
16024,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,424792,446032,399304,1581,19807982,0
16025,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,451704,492357,411051,3044,19726937,0
16026,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,817116,890656,776260,166,19563193,0
16027,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,820518,869749,730261,-4039,19811110,0
16028,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,257735,293818,229384,-472,19798614,0
16029,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,696819,745596,641073,2020,19608993,0
16030,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,824052,889976,782849,10530,82960574,0
16031,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,521323,552602,484830,2408,63065864,0
16032,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,763067,808851,702022,6877,19693202,0
16033,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,433960,473016,394904,7836,19730367,0
16034,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,2012090,2132815,1891365,24743,19813474,0
16035,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,826337,867654,760230,6181,19694484,0
16036,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,462340,503951,420729,2204,19567802,0
16037,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,487307,575022,428830,1192,94700109,0
16038,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,554888,593730,527144,4066,19788187,0
16039,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,733154,769812,689165,2289,19817829,0
16040,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,619099,662436,575762,2450,19707925,0
16041,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,890163,952474,818950,-14549,19608786,0
16042,0,2,-0.5,-1.5,SAN JOSE,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,468943,515837,445496,3917,71329302,0
16043,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,494216,598001,355836,-1554,89473284,0
16044,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,455726,483070,428382,2777,19778738,0
16045,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,772787,834610,718692,14800,19677505,0
16046,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,957314,1014753,880729,14114,19671547,0
16047,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,754504,814864,701689,24665,19676935,0
16048,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,279105,326553,256777,-1197,19831876,0
16049,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,774659,844378,728179,8477,64634845,0
16050,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,607432,649952,564912,7268,19701096,0
16051,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,547089,596327,503322,1209,19703473,0
16052,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,686760,741701,638687,10637,65793903,0
16053,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,750415,810448,690382,13472,19593660,0
16054,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,474934,508179,436939,8042,19825625,0
16055,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1043248,1147573,938923,-6330,19754003,0
16056,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,799031,846973,743099,16598,19789610,0
16057,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1174805,1245293,1080821,5033,19646268,0
16058,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,433102,459088,398454,1885,19706724,0
16059,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,870622,914153,818385,7133,82949246,0
16060,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,294409,309129,276744,6161,19570026,0
16061,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,513310,549242,487645,1474,19838178,0
16062,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,677080,731246,629684,4926,19489422,0
16063,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,740463,792295,681226,3832,19773596,0
16064,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,764500,810370,710985,17085,79846651,0
16065,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,918022,973103,853760,18498,19763652,0
16066,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,931063,996237,884510,16576,19789782,0
16067,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,797302,869059,725545,12732,19575280,0
16068,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1014957,1086004,943910,10727,19760839,0
16069,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,943024,1018466,886443,13624,19761829,0
16070,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,666459,719776,626471,3184,67693827,0
16071,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,616357,677993,542394,10015,19581658,0
16072,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,724187,767638,680736,3075,19702598,0
16073,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,320750,362448,285467,2193,19725755,0
16074,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,1390544,1473977,1279300,39329,19765746,0
16075,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,369783,399366,340200,3316,19573682,0
16076,0,2,-0.5,-1.5,San Jose,-2,0.5,-0.5,1,-2,2,0,-2,0,-0.5,1,885189,929448,823226,28124,19675828,0
