v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23
4556,0,2,-0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,5100,2,159828,-0.5,1,396657,472022,325259,-3433,15569755,0
4557,0,2,0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,7405,2,630000,-0.5,1,789310,836669,741951,1319,15554411,0
4558,0,2,0,-0.5,Half Moon Bay,-2,2,-0.5,1.5,1,2,10550,2,157587,-0.5,1,750827,833418,675744,-5037,15553664,0
4559,0,2,1.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,6969,2,518320,-0.5,1,857157,951444,797156,175,15554522,0
4560,0,2,1,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,5500,2,780300,-0.5,1,931202,1052258,847394,15828,15570187,0
4561,0,2,0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0,2,4791,2,545000,-0.5,1,701731,750852,638575,-617,15588182,0
4562,0,2,1,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,6708,2,767925,-0.5,1,639318,767182,543420,6661,15554128,0
4563,0,2,0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,1,2,10000,2,875000,-0.5,1,1144103,1327159,1041134,-4419,15570214,0
4564,0,2,1.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,7405,2,497666,-0.5,1,926437,1056138,806000,24082,15588842,0
4565,0,2,1.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0,2,4791,2,499244,-0.5,1,833442,933455,758432,4590,15554067,0
4566,0,2,0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,6499,2,434298,-0.5,1,590545,649599,549207,-3495,15554275,0
4567,0,2,1,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,7405,2,825093,-0.5,1,1291913,1421104,1188560,5221,15589080,0
4568,0,2,0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,1.5,2,16399,2,313706,-0.5,1,734758,837624,646587,-15961,15553893,0
4569,0,2,0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,1,2,9317,2,117227,-0.5,1,803609,859862,763429,2319,15554436,0
4570,0,2,0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,5227,2,718038,-0.5,1,739197,820509,680061,-21404,15569861,0
4571,0,2,-0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,1,2,14810,2,1138101,-0.5,1,1066298,1226243,906353,-6271,15553657,0
4572,0,2,1.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,1,2,9147,2,685934,-0.5,1,939478,1061610,826741,1521,15569840,0
4573,0,2,1.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,-2,2,1242,2,619038,-0.5,1,680009,714009,646009,78,15570539,0
4574,0,2,1,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,7499,2,900000,-0.5,1,1153808,1246113,1084580,2564,82807931,0
4575,0,2,0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0,2,4400,2,412500,-0.5,1,876240,937577,779854,-2860,119688345,0
4576,0,2,1,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,6050,2,916210,-0.5,1,849042,925456,789609,3801,15570219,0
4577,0,2,0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,6000,2,572500,-0.5,1,642298,700105,590914,-3761,15554341,0
4578,0,2,-0.5,-0.5,Half Moon Bay,-2,2,-0.5,1.5,1.5,2,16117,2,294026,-0.5,1,666310,806235,566364,-7429,15570484,0
4579,0,2,2,-0.5,Half Moon Bay,-2,2,-0.5,1.5,1,2,12014,2,2000000,-0.5,1,2673990,2941389,2353111,-4661,52394131,0
4580,0,2,2,-0.5,Half Moon Bay,-2,2,-0.5,1.5,1.5,2,17000,2,874529,-0.5,1,1071416,1232128,921418,-1329,15553542,0
4581,0,2,1,-0.5,Half Moon Bay,-2,2,-0.5,1.5,0.5,2,5227,2,615204,-0.5,1,898013,960874,817192,-7147,15553176,0
4582,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21780,2,1810000,-0.5,0.5,2242779,2467057,1996073,7481,15534633,0
4583,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,45302,2,3089142,-0.5,0.5,3327214,3826296,2828132,74486,111437698,0
4584,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,20472,2,2675000,-0.5,0.5,4231356,5373822,3469712,-117648,15519818,0
4585,0,-1.5,1,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,22200,2,1957026,-0.5,0.5,2185198,2338162,1988530,21111,15534578,0
4586,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1,2,12384,2,1612122,-0.5,0.5,2707792,2951493,2409935,7199,15522357,0
4587,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23522,2,3200000,-0.5,0.5,3807924,4226796,3503290,-14192,15520405,0
4588,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,15132,2,239893,-0.5,0.5,2436571,2631497,2217280,-15811,15515815,0
4589,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,42253,2,2048754,-0.5,0.5,4366333,5108610,3536730,4432,15517083,0
4590,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,22259,2,2384730,-0.5,0.5,2632819,2896101,2343209,-13362,15535356,0
4591,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,25264,2,2553317,-0.5,0.5,4311340,5001154,3621526,105196,15520954,0
4592,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,20647,2,1583554,-0.5,0.5,3760459,4587760,3045972,87417,15522618,0
4593,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21344,2,3000000,-0.5,0.5,3833951,4217346,3412216,-73410,15520177,0
4594,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,34068,2,3017160,-0.5,0.5,3513765,3900279,3197526,-168103,15520899,0
4595,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,28200,2,3900000,-0.5,0.5,4063024,4428696,3737982,14530,15522590,0
4596,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,71874,2,2397000,-0.5,0.5,2800779,3977106,2212615,-402155,15519401,0
4597,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,87120,2,3200000,-0.5,0.5,3936929,4842423,3188912,326253,15520958,0
4598,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23958,2,1587308,-0.5,0.5,2889989,3294587,2716590,-29140,15515607,0
4599,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,43708,2,2611200,-0.5,0.5,3279584,3771522,2886034,-844,15534600,0
4600,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,28313,2,292814,-0.5,0.5,3191967,3479244,2872770,46158,15520491,0
4601,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,29328,2,3600000,-0.5,0.5,4167537,4792668,3542406,8409,15520411,0
4602,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,35699,2,4366679,-0.5,0.5,4813652,5246881,4524833,-32355,15515844,0
4603,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,50529,2,1755675,-0.5,0.5,3076315,3722341,2276473,-5760,15519714,0
4604,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,17424,2,245673,-0.5,0.5,2638456,3060609,2216303,-26940,15520524,0
4605,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21344,2,2700000,-0.5,0.5,3332712,3699310,2966114,36227,15520291,0
4606,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,22215,2,1430624,-0.5,0.5,4029968,4352365,3667271,101524,15520761,0
4607,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,2,2,30056,2,1339740,-0.5,0.5,2777163,3249281,2360589,22675,15515776,0
4608,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,27007,2,2335800,-0.5,0.5,3312811,3610964,3080914,-1206,15516961,0
4609,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,20908,2,2300000,-0.5,0.5,2445924,2714976,2201332,-59536,15516101,0
4610,0,-1.5,0.5,-0.5,Hillsborough,-2,2,0.5,2,-0.5,2,3920,2,605947,-0.5,0.5,988435,1146585,820401,2511,15516023,0
4611,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,87120,2,833023,-0.5,0.5,3795890,4251397,3454260,-30044,111436591,0
4612,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,48612,2,646586,-0.5,0.5,3717972,4387207,2974378,1320,15517056,0
4613,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,16750,2,225563,-0.5,0.5,2365930,2602523,2152996,29306,15520684,0
4614,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21780,2,3400000,-0.5,0.5,4584040,4996604,4217317,-85404,15515913,0
4615,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,116740,2,382791,-0.5,0.5,2782244,3672562,2003216,-58716,15519795,0
4616,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23399,2,1091096,-0.5,0.5,2391718,2654807,2152546,12992,15535296,0
4617,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,24393,2,3238500,-0.5,0.5,3644785,4155055,3134515,-38361,15535323,0
4618,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,34412,2,2300000,-0.5,0.5,2513523,2790011,2287306,-25589,15520725,0
4619,0,-1.5,0.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,24599,2,224841,-0.5,0.5,2099436,2372363,1868498,-49621,15519201,0
4620,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21960,2,2200000,-0.5,0.5,3033357,3458027,2608687,15210,15519515,0
4621,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23400,2,1450000,-0.5,0.5,2247737,2450033,2067918,-255,15519139,0
4622,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,87120,2,1310145,-0.5,0.5,3247091,3864038,2467789,-2244,15522318,0
4623,0,-1.5,1,-0.5,Hillsborough,-2,2,0.5,2,2,2,27006,2,2300000,-0.5,0.5,3035775,3460784,2701840,5623,15515664,0
4624,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23975,2,3181517,-0.5,0.5,3122825,3435107,2841771,404,15517284,0
4625,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,22215,2,2188477,-0.5,0.5,2399576,2615538,2207610,-5448,89025999,0
4626,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,46173,2,5306760,-0.5,0.5,11599131,12875035,10091244,24335,15516513,0
4627,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,22215,2,2400000,-0.5,0.5,3107348,3449156,2765540,67573,15535073,0
4628,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,2,2,40946,2,723479,-0.5,0.5,3572885,3822987,3251325,3176,15520367,0
4629,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23086,2,1925000,-0.5,0.5,2375456,2613002,2114156,-1823,15535084,0
4630,0,-1.5,0.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23958,2,1795386,-0.5,0.5,2092443,2364461,1841350,5487,15519834,0
4631,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,55440,2,5100000,-0.5,0.5,5733477,6708168,4816121,145319,15522589,0
4632,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21750,2,1039602,-0.5,0.5,2174361,2348310,1978669,-38,15519593,0
4633,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,22651,2,3787057,-0.5,0.5,4536144,5579457,3447469,-44316,15535430,0
4634,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23086,2,1844213,-0.5,0.5,3582582,4012492,3009369,29730,15534486,0
4635,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,25071,2,3141491,-0.5,0.5,4089314,4539139,3721276,-54741,15519547,0
4636,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23522,2,3613870,-0.5,0.5,3529939,4094729,3176945,16536,58660695,0
4637,0,-1.5,1,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,18750,2,809967,-0.5,0.5,2635796,2820302,2398574,1624,15516206,0
4638,0,-1.5,0.5,-0.5,Hillsborough,-2,2,0.5,2,2,2,34412,2,1622570,-0.5,0.5,2006755,2267633,1786012,19678,15519388,0
4639,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23086,2,3593944,-0.5,0.5,4347626,5130199,3652006,6631,15519295,0
4640,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,16500,2,2850000,-0.5,0.5,3316708,3648379,2951870,50175,15516154,0
4641,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,16500,2,2387196,-0.5,0.5,3198094,3389980,3006208,-18497,15522290,0
4642,0,-1.5,1,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21736,2,214226,-0.5,0.5,2375293,2589069,2185270,7321,15519175,0
4643,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23958,2,3387295,-0.5,0.5,3360883,3596145,3058404,-6823,15535424,0
4644,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,22344,2,211373,-0.5,0.5,2110081,2363291,1941275,25394,15519509,0
4645,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,166834,2,1165580,-0.5,0.5,5906329,7146658,4784126,2427,15520419,0
4646,0,-1.5,1,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21080,2,252432,-0.5,0.5,2548523,2828861,2319156,5148,15516445,0
4647,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21780,2,2052459,-0.5,0.5,4772472,5488343,4152051,2745,15519232,0
4648,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,17100,2,1454870,-0.5,0.5,2749224,2996654,2556778,7511,15520587,0
4649,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,17280,2,1181786,-0.5,0.5,3225522,3515819,2935225,5596,15520681,0
4650,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,39639,2,504843,-0.5,0.5,3036157,3491581,2793264,-25506,15517119,0
4651,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,107740,2,2398047,-0.5,0.5,8001189,9681439,6560975,-2204,15520420,0
4652,0,-1.5,1,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21780,2,1200348,-0.5,0.5,2260570,2464021,1966696,-3982,15534530,0
4653,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,21699,2,4310062,-0.5,0.5,5304972,5676320,4933624,-6893,15516560,0
4654,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,49222,2,2167201,-0.5,0.5,4889397,5525019,4253775,-7327,15520400,0
4655,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,2,2,43500,2,1449310,-0.5,0.5,3171788,3584120,2822891,3706,15517049,0
4656,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,22607,2,1389852,-0.5,0.5,2809529,3371435,2275718,-14170,15535372,0
4657,0,-1.5,1,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23625,2,262787,-0.5,0.5,3034273,3337700,2791531,-27702,15516522,0
4658,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,22500,2,804538,-0.5,0.5,2173865,2391251,1978217,-7255,15519499,0
4659,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23391,2,1880000,-0.5,0.5,2900632,3219702,2726594,-2259,15519240,0
4660,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,23086,2,1373462,-0.5,0.5,3188491,3571110,2837757,-5352,15516527,0
4661,0,-1.5,1,-0.5,Hillsborough,-2,2,0.5,2,2,2,87120,2,2203560,-0.5,0.5,2749641,3079598,2364691,-34040,15519275,0
4662,0,-1.5,2,-0.5,Hillsborough,-2,2,0.5,2,1.5,2,20908,2,2131388,-0.5,0.5,3241997,3663457,2885377,-1871,15519492,0
4663,0,-1.5,1.5,-0.5,Hillsborough,-2,2,0.5,2,1,2,9583,2,840256,-0.5,0.5,1650987,1832596,1469378,6936,15515573,0
4664,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,7405,2,435000,-0.5,0.5,556582,595543,512055,4171,24937230,0
4665,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,5999,2,450000,-0.5,0.5,556329,589709,500696,13425,24944156,0
4666,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,1,2,9408,2,500000,-0.5,0.5,614935,670279,553442,10894,24951783,0
4667,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,7840,2,423524,-0.5,0.5,542725,580716,510161,752,24942147,0
4668,0,2,-0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,7501,2,260000,-0.5,0.5,350355,385390,308312,1664,24935158,0
4669,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6398,2,400000,-0.5,0.5,527400,553770,495756,2123,24937722,0
4670,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,1,2,9610,2,473901,-0.5,0.5,597219,644997,555414,-13062,24950002,0
4671,0,2,1.5,-0.5,Livermore,-2,0.5,0,1.5,1.5,2,20037,2,703910,-0.5,0.5,1022752,1104572,951159,10860,24948976,0
4672,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,7405,2,522000,-0.5,0.5,583433,635942,519255,6836,24951850,0
4673,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,1,2,8099,2,252511,-0.5,0.5,462263,499244,411414,18461,24946519,0
4674,0,2,2,-0.5,Livermore,-2,0.5,0,1.5,1.5,2,17602,2,1346238,-0.5,0.5,1732283,1940157,1541732,-76473,79540376,0
4675,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6098,2,49775,-0.5,0.5,440603,480257,414167,5644,24942927,0
4676,0,2,1,-0.5,Livermore,-2,0.5,0,1.5,1.5,2,15375,2,494470,-0.5,0.5,679799,734183,618617,2956,24954653,0
4677,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,1,2,8826,2,470000,-0.5,0.5,539925,583119,480533,25324,24952124,0
4678,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,0.5,2,7440,2,109140,-0.5,0.5,0,0,0,0,119592238,1
4679,0,2,1,-0.5,Livermore,-2,0.5,0,1.5,1,2,11674,2,585000,-0.5,0.5,729290,780340,678240,1979,25061520,0
4680,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,-2,2,871,2,183000,0.5,0.5,345968,384024,318291,5433,24948105,0
4681,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6000,2,289680,-0.5,0.5,448111,479479,421224,2566,24936372,0
4682,0,2,2,-0.5,Livermore,-2,0.5,0,1.5,1.5,2,17642,2,1075000,-0.5,0.5,1319109,1398256,1213580,26227,61174554,0
4683,0,2,1.5,-0.5,Livermore,-2,0.5,0,1.5,-2,2,4,2,459000,-0.5,0.5,580851,621511,534383,2193,58878121,0
4684,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0,2,4791,2,295000,-0.5,0.5,397761,425604,377873,1250,24950901,0
4685,0,2,1.5,-0.5,Livermore,-2,0.5,0,1.5,1,2,9125,2,830000,-0.5,0.5,959638,1007620,882867,10846,54789776,0
4686,0,2,0.5,-1.5,Livermore,-2,0.5,0,1.5,0,2,4200,2,315000,-0.5,0.5,367376,404114,312270,16041,24932552,0
4687,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,1,2,10000,2,309057,-0.5,0.5,538862,576582,490364,4174,24941960,0
4688,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,0.5,2,6886,2,86611,1.5,0.5,580304,632531,533880,4060,24940450,0
4689,0,2,-0.5,-0.5,Livermore,-2,0.5,0,1.5,1.5,2,15246,2,890000,-0.5,0.5,1030636,1102781,948185,17388,64964337,0
4690,0,2,1,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,7981,2,119607,-0.5,0.5,578100,653253,537633,-6516,24950172,0
4691,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,-1.5,2,1815,-2,25392,-0.5,0.5,0,0,0,0,99340322,1
4692,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,0.5,2,5999,2,355000,-0.5,0.5,494167,528759,449692,25140,24933924,0
4693,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,5445,2,309509,-0.5,0.5,500623,535667,455567,5005,24949450,0
4694,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6621,2,355570,-0.5,0.5,470309,507934,413872,8901,24939613,0
4695,0,2,1,-0.5,Livermore,-2,0.5,0,1.5,2,2,234788,2,797710,2,0.5,963580,1194839,751592,3197,25061448,0
4696,0,2,-0.5,-0.5,Livermore,-2,0.5,0,1.5,-2,2,6,2,210055,-0.5,0.5,430869,465339,396399,5587,24939276,0
4697,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,1,2,11873,-2,192236,-0.5,0.5,547835,597140,487573,7238,24953125,0
4698,0,2,1.5,-0.5,Livermore,-2,0.5,0,1.5,1.5,2,21735,2,820385,-0.5,0.5,955188,1022051,840565,22727,24948612,0
4699,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,5972,2,248956,-0.5,0.5,421123,463235,391644,3039,24940502,0
4700,0,2,1,-0.5,Livermore,-2,0.5,0,1.5,1,2,9583,2,602000,-0.5,0.5,722391,772958,671824,7278,25061636,0
4701,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6968,2,56346,-0.5,0.5,545650,578389,491085,10882,24941623,0
4702,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0,2,4791,2,328000,-0.5,0.5,492347,526811,448036,9138,24939593,0
4703,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,-0.5,2,2700,2,391000,-0.5,0.5,533186,570509,485199,15422,24941326,0
4704,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,-0.5,2,2671,2,408000,-0.5,0.5,521479,557983,490190,28981,24941240,0
4705,0,2,2,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,5985,2,400000,-0.5,0.5,625048,681302,568794,14600,24932962,0
4706,0,2,-0.5,-0.5,Livermore,-2,0.5,0,1.5,1,2,11250,2,38825,-0.5,0.5,425551,459595,395762,-23455,24935165,0
4707,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,1,2,10036,2,128408,-0.5,0.5,636617,706645,592054,-4110,24946676,0
4708,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,-0.5,2,2669,2,29661,-0.5,0.5,0,0,0,0,99340323,1
4709,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6534,2,320000,1,0.5,416550,445709,387391,14211,24948805,0
4710,0,2,1.5,-0.5,Livermore,-2,0.5,0,1.5,-1.5,2,1875,2,526000,-0.5,0.5,593051,622704,551537,2637,99340277,0
4711,0,2,2,-0.5,Livermore,-2,0.5,0,1.5,1,2,14374,2,881000,-0.5,0.5,1132780,1212075,1064813,8114,52977200,0
4712,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,5999,2,390000,-0.5,0.5,485005,518955,451055,-7206,24943183,0
4713,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,5009,2,405000,-0.5,0.5,445679,485790,410025,8302,24939092,0
4714,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,7419,2,350000,1,0.5,452604,479760,420922,10546,24950976,0
4715,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,-1.5,2,1696,2,24798,-0.5,0.5,0,0,0,0,99340321,1
4716,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6098,2,262250,-0.5,0.5,452984,484693,416745,6057,24948806,0
4717,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6098,2,372000,-0.5,0.5,464749,501929,432217,5360,24952863,0
4718,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,-0.5,2,2552,2,29077,-0.5,0.5,0,0,0,0,99340335,1
4719,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6011,2,56545,-0.5,0.5,472090,509857,443765,28311,24943460,0
4720,0,2,0,-0.5,Livermore,-2,0.5,0,1.5,-2,2,1437,2,226636,-0.5,0.5,392757,443815,337771,-10157,24939840,0
4721,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,1,2,8450,2,683000,-0.5,0.5,782760,821898,720139,7698,25061480,0
4722,0,2,1.5,-0.5,Livermore,-2,0.5,0,1.5,0,2,4356,2,345865,-0.5,0.5,537796,575442,500150,7554,24948488,0
4723,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6098,2,70085,-0.5,0.5,515329,561709,479256,1740,24950360,0
4724,0,2,-0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,5339,2,114693,-0.5,0.5,359379,388129,337816,7271,24936136,0
4725,0,2,-0.5,-1.5,Livermore,-2,0.5,0,1.5,0.5,2,5401,2,480000,-0.5,0.5,589417,642465,559946,3672,58878102,0
4726,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6185,2,423300,-0.5,0.5,544515,582631,511844,3552,24937751,0
4727,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,-0.5,2,2613,-2,0,1,0.5,295825,334282,266243,-777,2110768754,0
4728,0,2,1,-0.5,Livermore,-2,0.5,0,1.5,0,2,4181,2,451000,-0.5,0.5,518207,554481,471568,18875,24953491,0
4729,0,2,2,-0.5,Livermore,-2,0.5,0,1.5,1,2,10219,2,840000,-0.5,0.5,1080916,1134962,1016061,20701,54789653,0
4730,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6490,2,385000,-0.5,0.5,456871,525402,420321,3766,24952756,0
4731,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6914,2,392700,-0.5,0.5,487512,521638,458261,-44,24938327,0
4732,0,2,1,-0.5,Livermore,-2,0.5,0,1.5,1,2,9000,2,557615,-0.5,0.5,771858,825888,725547,4246,24932821,0
4733,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6820,2,340000,-0.5,0.5,479434,522583,431491,3190,24937194,0
4734,0,2,1.5,-0.5,Livermore,-2,0.5,0,1.5,-0.5,2,3092,2,443746,-0.5,0.5,480798,524070,442334,7592,24953758,0
4735,0,2,0.5,-0.5,Livermore,-2,0.5,0,1.5,0.5,2,6000,2,285817,-0.5,0.5,452442,493162,416247,10038,24939668,0
